,,,,,,,,,,,,,
,,,,,,,,,,,,,
,Live Portfolio Dashboards,,,,,,Instructions,"1. Select 'File' in the top menu.

2. Select 'Make a Copy' to save a copy to your personal drive.",,,,,
,EVM Wallets,,https://app.zerion.io/,How to Guide - Zerion,,,,,,,,,
,Solana,,https://jup.ag/portfolio,How to Guide - Jupiter,,,,,,,,,
,Getquin (Manual),,https://app.getquin.com/en,How to Guide - getquin,,,,,,,,,
,,,,,,,,,,,,,
,,Token,Price per token,Token balance,Value in USD,Narrative,Total value summary,,,,,,
,BLUE CHIP ASSETS,SOL,$158.55,50,"$7,927.50",Layer1,,Value in USD,%,,,,
,,ETH,"$3,458.56",1.5,"$5,187.84",Layer1,Blue chips,"$75,411.40",59.08%,,,,
,,BTC,"$103,225.45",0.25,"$25,806.36",Layer1,Mid caps,"$34,436.73",26.98%,,,,
,,SUI,$2.06,10000,"$20,554.00",Layer1,Low caps,"$5,288.84",4.14%,,,,
,,BNB,$965.37,10,"$9,653.70",Layer1,Dry Powder,"$12,500.00",9.79%,,,,
,,LINK,$15.71,400,"$6,282.00",Oracle/DePIN,Portfolio total,"$127,636.97",,,,,
,,,,,$0.00,,,,,,,,
,,,,,$0.00,,,,,Short-Term,Mid-Term,Long-Term,
,,,,,$0.00,,,,,0-6 Months,6-18 Months,18+ Months,
,,,,Total value,"$75,411.40",,,,,,,,
,,,,,,,,,,,,,
,MID-CAP ASSETS,RENDER,$2.45,200.00,$489.12,AI/DePIN,,,,,,,
,,ONDO,$0.66,1100,$726.81,RWA/Defi,,,,,,,
,,ZRO,$1.58,500,$789.60,Omnichain,,,,,,,
,,AERO,$1.15,11000,"$12,699.50",Defi/DEX,,,,,,,
,,HNT,$2.37,1000,"$2,370.50",DePIN,,,,,,,
,,VIRTUAL,$1.34,10000,"$13,418.00",AI Agents,,,,,,,
,,NEAR,$2.63,1500,"$3,943.20",L1/AI,Typical Portfolio Structures,,,Blue Chip,Mid Cap,Low Cap,Stablecoins
,,,,,$0.00,,Conservative,,,70%,10%,5%,15%
,,,,,$0.00,,Balanced,,,65%,20%,10%,5%
,,,,Total value,"$34,436.73",,Aggressive,,,50%,25%,20%,5%
,,,,,,,,,,,,,
,LOW-CAP ASSETS,KMNO,$0.0614,23400,"$1,436.13",RWA,,,MarketCap,,,,
,,SERV,$0.0353,12800,$452.01,Defi/DEX,Bluechip,,> $10B,,,,
,,WELL,$0.0117,38500,$451.57,DeFi,Mid Cap,,$500m - $10B,,,,
,,COOKIE,$0.0712,15000,"$1,068.60",AI Agents,Low Cap,,$10m - $500m,,,,
,,DEEP,$0.0672,28000,"$1,880.54",DeFi,Micro Cap,,< $10m,,,,
,,,,,$0.00,,Stablecoins,,$1 (e.g. USDC / USDT),,,,
,,,,,$0.00,,,,,,,,
,,,,,$0.00,,,,,,,,
,,,,,$0.00,,,,,,,,
,,,,,$0.00,,,,,,,,
,,,,,$0.00,,,,,,,,
,,,,Total value,"$5,288.84",,,,,,,,
,,,,,,,,,,,,,
,,Date ,,Total Value ,Percent Change,,,,,,,,
,Portfolio Value Over Time,8/6/2024,," $ 22,261.77 ",#VALUE!,,,,,,,,
,,9/15/2024,," $ 67,528.22 ",203.34%,,,,,,,,
,,11/12/2024,," $ 93,851.70 ",38.98%,,,,,,,,
,,12/7/2024,," $ 142,491.98 ",51.83%,,,,,,,,
,,12/17/2024,," $ 154,030.78 ",8.10%,,,,,,,,
,,12/31/2024,," $ 151,664.39 ",-1.54%,,,,,,,,
,,4/28/2025,," $ 139,556.00 ",-7.98%,,,,,,,,
,,7/9/2025,," $ 137,087.15 ",-1.77%,,,,,,,,
,,8/29/2025,," $ 154,876.36 ",12.98%,,,,,,,,
,,11/11/2025,," $ 127,636.97 ",-17.59%,,,,,,,,
,,,,,-100.00%,,,,,,,,
,,,,,#DIV/0!,,,,,,,,
,,,,,,,,,,,,,
,,Asset ,Initial Price,Current Price,Percent Change ,,,,,,,,
,Asset Average Cost,SOL, $ 124.00 , $ 158.55 ,27.86%,,,,,,,,
,,SUI, $ 0.82 , $ 2.06 ,150.66%,,,,,,,,
,,AAVE, $ 120.00 , $ 212.94 ,77.45%,,,,,,,,
,,VIRTUAL, $ 0.15 , $ 1.34 ,794.53%,,,,,,,,
,,KMNO, $ 0.04 , $ 0.06 ,53.43%,,,,,,,,
,,MORPHO, $ 1.47 , $ 1.99 ,35.57%,,,,,,,,
,,TON, $ 7.25 , $ 2.05 ,-71.76%,,,,,,,,
,,BNB, $ 561.47 , $ 965.37 ,71.94%,,,,,,,,
,,DEEP, $ 0.09 , $ 0.07 ,-26.20%,,,,,,,,
,,,,  ,#DIV/0!,,,,,,,,
,,,,,#DIV/0!,,,,,,,,
,Asset Average Cost,,,,,,,,,,,,
